,Bacteroides vulgatus ATCC 8482_0.4.pkl,Lactobacillus plantarum WCFS1_0.4.pkl
L. plantarum_gapfilled_77,,"{'EX_cpd00023_e': 0.2014084622981735, 'EX_cpd00224_e': 0.2014084622970872, 'EX_cpd00027_e': 0.2014084622970274, 'EX_cpd01171_e': 0.2014084622970274, 'EX_cpd00154_e': 0.2014084622970274, 'EX_cpd08306_e': 0.2014084622970274, 'EX_cpd00309_e': 0.2014084622970274, 'EX_cpd00108_e': 0.2014084622970274, 'EX_cpd00159_e': 0.2014084529260055, 'EX_cpd00540_e': 0.2014084622970274, 'EX_cpd11597_e': 0.2014084622970274, 'EX_cpd08305_e': 0.2014084622970274, 'EX_cpd00039_e': 0.2014084622970274, 'EX_cpd00011_e': 0.2014084622970274, 'EX_cpd00322_e': 0.7011216666664163, 'EX_cpd00111_e': 0.2014084622970274, 'EX_cpd00028_e': 0.2014084622970274, 'EX_cpd00066_e': 0.2014084622970274, 'EX_cpd01188_e': 0.2014084622970274, 'EX_cpd01080_e': 0.2014084622970274, 'EX_cpd00010_e': 0.2014084622970274, 'EX_cpd00264_e': 0.2014084622970258, 'EX_cpd11606_e': 0.2014084622970258, 'EX_cpd00069_e': 0.2014084622970274, 'EX_cpd00060_e': 0.2014084622970274, 'EX_cpd00305_e': 0.2014084622970258, 'EX_cpd00080_e': 0.2014084622970274}"
L. plantarum_gapfilled_78,,"{'EX_cpd00023_e': 0.05773111535915131, 'EX_cpd00224_e': 0.05773111535349766, 'EX_cpd00027_e': 0.05773111533495896, 'EX_cpd01171_e': 0.05773111533519904, 'EX_cpd00154_e': 0.05773111533519904, 'EX_cpd08306_e': 0.05773111533519904, 'EX_cpd00309_e': 0.05773111533519904, 'EX_cpd00108_e': 0.05773111533519904, 'EX_cpd00159_e': 0.05773111535916194, 'EX_cpd00540_e': 0.05773111533519904, 'EX_cpd11597_e': 0.05773111533519904, 'EX_cpd08305_e': 0.05773111533519904, 'EX_cpd00039_e': 0.05773111533519904, 'EX_cpd00011_e': 0.05773111533519904, 'EX_cpd00322_e': 0.05773111533519904, 'EX_cpd00111_e': 0.05773111533519904, 'EX_cpd00028_e': 0.05773111533519904, 'EX_cpd00066_e': 0.05773111533519904, 'EX_cpd01188_e': 0.05773111533519904, 'EX_cpd01080_e': 0.05773111533519904, 'EX_cpd00010_e': 0.05773111533519904, 'EX_cpd00264_e': 0.05773111533519904, 'EX_cpd11606_e': 0.05773111533519904, 'EX_cpd00069_e': 0.05773111533519904, 'EX_cpd00060_e': 0.05773111533519904, 'EX_cpd00305_e': 0.05773111533519904, 'EX_cpd00080_e': 0.05773111533519904}"
L. plantarum_gapfilled_79,,"{'EX_cpd00023_e': 0.19927189922349786, 'EX_cpd00224_e': 0.19927189922054894, 'EX_cpd00027_e': 0.19927189922339159, 'EX_cpd01171_e': 0.19927189922339159, 'EX_cpd00154_e': 0.19927189922339159, 'EX_cpd08306_e': 0.19927189922339159, 'EX_cpd00309_e': 0.19927189922339159, 'EX_cpd00108_e': 0.19927189922339159, 'EX_cpd00159_e': 0.19927189922054894, 'EX_cpd00540_e': 0.19927189922339159, 'EX_cpd11597_e': 0.19927189922339159, 'EX_cpd08305_e': 0.19927189922339159, 'EX_cpd00039_e': 0.19927189922339159, 'EX_cpd00011_e': 0.19927189922339159, 'EX_cpd00322_e': 0.19927189922339159, 'EX_cpd00111_e': 0.19927189922339159, 'EX_cpd00028_e': 0.19927189922339159, 'EX_cpd00066_e': 0.19927189922339159, 'EX_cpd01188_e': 0.19927189922339159, 'EX_cpd01080_e': 0.19927189922339159, 'EX_cpd00010_e': 0.19927189922339159, 'EX_cpd00264_e': 0.19927189922339159, 'EX_cpd11606_e': 0.19927189922339159, 'EX_cpd00069_e': 0.19927189922339159, 'EX_cpd00060_e': 0.19927189922339159, 'EX_cpd00305_e': 0.19927189922339159, 'EX_cpd00080_e': 0.19927189922339164}"
L. plantarum_gapfilled_80,,"{'EX_cpd00023_e': 0.050033129275765635, 'EX_cpd00224_e': 0.05003312927618896, 'EX_cpd00027_e': 0.050033129275793675, 'EX_cpd01171_e': 0.05003312927597493, 'EX_cpd00154_e': 0.05003312927597493, 'EX_cpd08306_e': 0.05003312927597493, 'EX_cpd00309_e': 0.05003312927562095, 'EX_cpd00108_e': 0.050033129275618496, 'EX_cpd00159_e': 0.050033129306735376, 'EX_cpd00540_e': 0.050033129275618496, 'EX_cpd11597_e': 0.050033129275618496, 'EX_cpd08305_e': 0.050033129275618496, 'EX_cpd00039_e': 0.050033129275618496, 'EX_cpd00011_e': 0.050033129275618496, 'EX_cpd00322_e': 0.050033129275618496, 'EX_cpd00111_e': 0.050033129275618496, 'EX_cpd00028_e': 0.050033129275618496, 'EX_cpd00066_e': 0.050033129275618496, 'EX_cpd01188_e': 0.050033129275618496, 'EX_cpd01080_e': 0.050033129275618496, 'EX_cpd00010_e': 0.050033129275618496, 'EX_cpd00264_e': 0.050033129275618496, 'EX_cpd11606_e': 0.050033129275618496, 'EX_cpd00069_e': 0.050033129275618496, 'EX_cpd00060_e': 0.050033129275618496, 'EX_cpd00305_e': 0.050033129275618496, 'EX_cpd00080_e': 0.05003312927597573}"
L. plantarum_gapfilled_81,,"{'EX_cpd00023_e': 0.19998278928379085, 'EX_cpd00224_e': 0.1999827892910733, 'EX_cpd00027_e': 0.1999828032078236, 'EX_cpd01171_e': 0.1999828032078236, 'EX_cpd00154_e': 0.1999828032078236, 'EX_cpd08306_e': 0.1999828032078236, 'EX_cpd00309_e': 0.1999828032078236, 'EX_cpd00108_e': 0.1999828032078236, 'EX_cpd00159_e': 0.19998278923362775, 'EX_cpd00540_e': 0.1999828032078236, 'EX_cpd11597_e': 0.1999828032078236, 'EX_cpd08305_e': 0.1999828032078236, 'EX_cpd00039_e': 0.1999828032078236, 'EX_cpd00011_e': 0.1999827892645459, 'EX_cpd00322_e': 0.19998278926454616, 'EX_cpd00111_e': 0.1999827892645465, 'EX_cpd00028_e': 0.1999827892645465, 'EX_cpd00066_e': 0.1999827892645465, 'EX_cpd01188_e': 0.1999827892645465, 'EX_cpd01080_e': 0.19998278926454616, 'EX_cpd00010_e': 0.1999827892645465, 'EX_cpd00264_e': 0.19998278926454616, 'EX_cpd11606_e': 0.19998278926454616, 'EX_cpd00069_e': 0.1999827892645465, 'EX_cpd00060_e': 0.1999827892645465, 'EX_cpd00305_e': 0.19998278926454616, 'EX_cpd00080_e': 0.1999828032078236}"
L. plantarum_gapfilled_82,,"{'EX_cpd00023_e': 0.2950785531168126, 'EX_cpd00224_e': 0.2950785531168126, 'EX_cpd00027_e': 0.29507855302546754, 'EX_cpd01171_e': 0.2950785529946386, 'EX_cpd00154_e': 0.2950785529946386, 'EX_cpd08306_e': 0.2950785529946386, 'EX_cpd00309_e': 0.29507855309197306, 'EX_cpd00108_e': 0.2950785530878847, 'EX_cpd00159_e': 0.29507855309306347, 'EX_cpd00540_e': 0.2950785530878847, 'EX_cpd11597_e': 0.2950785530878847, 'EX_cpd08305_e': 0.2950785530878847, 'EX_cpd00039_e': 0.2950785530878847, 'EX_cpd00011_e': 0.2950785530878847, 'EX_cpd00322_e': 0.424804817551273, 'EX_cpd00111_e': 0.2950785530878847, 'EX_cpd00028_e': 0.2950785530878847, 'EX_cpd00066_e': 0.2950785530878847, 'EX_cpd01188_e': 0.2950785530878847, 'EX_cpd01080_e': 0.2950785530878847, 'EX_cpd00010_e': 0.2950785530878847, 'EX_cpd00264_e': 0.29507855319665294, 'EX_cpd11606_e': 0.29507855319665294, 'EX_cpd00069_e': 0.2950785530878847, 'EX_cpd00060_e': 0.2950785530878847, 'EX_cpd00305_e': 0.29507855319665294, 'EX_cpd00080_e': 0.2950785529946386}"
L. plantarum_gapfilled_83,,"{'EX_cpd00023_e': 0.050033129276681444, 'EX_cpd00224_e': 0.05003312926935814, 'EX_cpd00027_e': 0.050033129276050685, 'EX_cpd01171_e': 0.050033129276045675, 'EX_cpd00154_e': 0.050033129276045675, 'EX_cpd08306_e': 0.050033129276045675, 'EX_cpd00309_e': 0.050033129276045675, 'EX_cpd00108_e': 0.050033129276045675, 'EX_cpd00159_e': 0.05003312927605031, 'EX_cpd00540_e': 0.050033129276045675, 'EX_cpd11597_e': 0.050033129276045675, 'EX_cpd08305_e': 0.050033129276045675, 'EX_cpd00039_e': 0.050033129276045675, 'EX_cpd00011_e': 0.050033129276045675, 'EX_cpd00322_e': 0.050033129276045675, 'EX_cpd00111_e': 0.050033129276045675, 'EX_cpd00028_e': 0.050033129276045675, 'EX_cpd00066_e': 0.050033129276045675, 'EX_cpd01188_e': 0.050033129276045675, 'EX_cpd01080_e': 0.050033129276045675, 'EX_cpd00010_e': 0.050033129276045675, 'EX_cpd00264_e': 0.050033129276045675, 'EX_cpd11606_e': 0.050033129276045675, 'EX_cpd00069_e': 0.050033129276045675, 'EX_cpd00060_e': 0.050033129276045675, 'EX_cpd00305_e': 0.050033129276045675, 'EX_cpd00080_e': 0.050033129276045675}"
L. plantarum_gapfilled_84,,"{'EX_cpd00023_e': 0.048285809190024946, 'EX_cpd00224_e': 0.04828580921233032, 'EX_cpd00027_e': 0.04828580919011326, 'EX_cpd01171_e': 0.04828580919011326, 'EX_cpd00154_e': 0.04828580919011326, 'EX_cpd08306_e': 0.04828580919011326, 'EX_cpd00309_e': 0.04828580919011326, 'EX_cpd00108_e': 0.04828580919011326, 'EX_cpd00159_e': 0.04828580921233032, 'EX_cpd00540_e': 0.04828580919011326, 'EX_cpd11597_e': 0.04828580919011326, 'EX_cpd08305_e': 0.04828580919011326, 'EX_cpd00039_e': 0.04828580919011326, 'EX_cpd00011_e': 0.048285809190745654, 'EX_cpd00322_e': 0.04828580919010532, 'EX_cpd00111_e': 0.04828580919010532, 'EX_cpd00028_e': 0.04828580919010532, 'EX_cpd00066_e': 0.04828580919010532, 'EX_cpd01188_e': 0.04828580919010532, 'EX_cpd01080_e': 0.04828580919010532, 'EX_cpd00010_e': 0.04828580919010532, 'EX_cpd00264_e': 0.04828580919010532, 'EX_cpd11606_e': 0.04828580919010532, 'EX_cpd00069_e': 0.04828580919010532, 'EX_cpd00060_e': 0.04828580919010532, 'EX_cpd00305_e': 0.04828580919010532, 'EX_cpd00080_e': 0.04828580919011326}"
L. plantarum_gapfilled_85,,"{'EX_cpd00023_e': 0.1681210254527526, 'EX_cpd00224_e': 0.1681210254535557, 'EX_cpd00027_e': 0.16812102545514832, 'EX_cpd01171_e': 0.16812102545514832, 'EX_cpd00154_e': 0.16812102545514832, 'EX_cpd08306_e': 0.16812102545514832, 'EX_cpd00309_e': 0.16812102545514832, 'EX_cpd00108_e': 0.16812102545514832, 'EX_cpd00159_e': 0.1681210254535557, 'EX_cpd00540_e': 0.16812102545514832, 'EX_cpd11597_e': 0.16812102545514832, 'EX_cpd08305_e': 0.16812102545514832, 'EX_cpd00039_e': 0.16812102545514832, 'EX_cpd00011_e': 0.16812102545514832, 'EX_cpd00322_e': 0.16812102545667934, 'EX_cpd00111_e': 0.1681210254557981, 'EX_cpd00028_e': 0.16812102545514832, 'EX_cpd00066_e': 0.16812102545514832, 'EX_cpd01188_e': 0.16812102545514832, 'EX_cpd01080_e': 0.16812102545667934, 'EX_cpd00010_e': 0.16812102545514832, 'EX_cpd00264_e': 0.16812102545667934, 'EX_cpd11606_e': 0.16812102545667934, 'EX_cpd00069_e': 0.16812102545514832, 'EX_cpd00060_e': 0.16812102545514832, 'EX_cpd00305_e': 0.16812102545667934, 'EX_cpd00080_e': 0.16812102545514832}"
L. plantarum_gapfilled_86,,"{'EX_cpd00023_e': 0.04828580919083766, 'EX_cpd00224_e': 0.04828580919098812, 'EX_cpd00027_e': 0.048285809190400174, 'EX_cpd01171_e': 0.048285809190400174, 'EX_cpd00154_e': 0.048285809190400174, 'EX_cpd08306_e': 0.048285809190400174, 'EX_cpd00309_e': 0.04828580919096748, 'EX_cpd00108_e': 0.048285809190618555, 'EX_cpd00159_e': 0.048285809190400174, 'EX_cpd00540_e': 0.04828580919039628, 'EX_cpd11597_e': 0.048285809190396274, 'EX_cpd08305_e': 0.048285809190396274, 'EX_cpd00039_e': 0.048285809190396274, 'EX_cpd00011_e': 0.048285809190396274, 'EX_cpd00322_e': 0.048285809190396274, 'EX_cpd00111_e': 0.048285809190396274, 'EX_cpd00028_e': 0.048285809190396274, 'EX_cpd00066_e': 0.048285809190396274, 'EX_cpd01188_e': 0.048285809190396274, 'EX_cpd01080_e': 0.048285809190396274, 'EX_cpd00010_e': 0.048285809190396274, 'EX_cpd00264_e': 0.048285809190396274, 'EX_cpd11606_e': 0.048285809190396274, 'EX_cpd00069_e': 0.048285809190396274, 'EX_cpd00060_e': 0.048285809190396274, 'EX_cpd00305_e': 0.048285809190396274, 'EX_cpd00080_e': 0.04828580919044878}"
L. plantarum_gapfilled_87,,"{'EX_cpd00023_e': 0.19917248537359206, 'EX_cpd00224_e': 0.19917248537348087, 'EX_cpd00027_e': 0.19917248537347812, 'EX_cpd01171_e': 0.19917248537345916, 'EX_cpd00154_e': 0.19917248537343743, 'EX_cpd08306_e': 0.19917248537343743, 'EX_cpd00309_e': 0.1991724853734727, 'EX_cpd00108_e': 0.19917248537343743, 'EX_cpd00159_e': 0.19917248537343743, 'EX_cpd00540_e': 0.1991724853735297, 'EX_cpd11597_e': 0.19917248537345916, 'EX_cpd08305_e': 0.19917248537343743, 'EX_cpd00039_e': 0.19917248537343743, 'EX_cpd00011_e': 0.19917248537343743, 'EX_cpd00322_e': 0.19917248537343743, 'EX_cpd00111_e': 0.19917248537343743, 'EX_cpd00028_e': 0.19917248537343743, 'EX_cpd00066_e': 0.19917248537343743, 'EX_cpd01188_e': 0.19917248537343743, 'EX_cpd01080_e': 0.19917248537343743, 'EX_cpd00010_e': 0.19917248537343743, 'EX_cpd00264_e': 0.19917248537343743, 'EX_cpd11606_e': 0.19917248537343743, 'EX_cpd00069_e': 0.19917248537343743, 'EX_cpd00060_e': 0.19917248537343743, 'EX_cpd00305_e': 0.19917248537343743, 'EX_cpd00080_e': 0.19917248537343743}"
L. plantarum_gapfilled_88,,"{'EX_cpd00023_e': 0.7011216670851957, 'EX_cpd00224_e': 0.7011216664394454, 'EX_cpd00027_e': 0.7011216666698316, 'EX_cpd01171_e': 0.7011216666698169, 'EX_cpd00154_e': 0.7011216666698169, 'EX_cpd08306_e': 0.7011216666698169, 'EX_cpd00309_e': 0.7011216666698169, 'EX_cpd00108_e': 0.7011216666698169, 'EX_cpd00159_e': 0.7011216666375197, 'EX_cpd00540_e': 0.7011216666698169, 'EX_cpd11597_e': 0.7011216666698169, 'EX_cpd08305_e': 0.7011216666698169, 'EX_cpd00039_e': 0.7011216666698169, 'EX_cpd00011_e': 0.7011216666698169, 'EX_cpd00322_e': 0.701121666666875, 'EX_cpd00111_e': 0.7011216666701109, 'EX_cpd00028_e': 0.7011216666698169, 'EX_cpd00066_e': 0.7011216666698169, 'EX_cpd01188_e': 0.7011216666698169, 'EX_cpd01080_e': 0.7011216666696265, 'EX_cpd00010_e': 0.7011216666698169, 'EX_cpd00264_e': 0.7011216666668744, 'EX_cpd11606_e': 0.7011216666668744, 'EX_cpd00069_e': 0.7011216666700251, 'EX_cpd00060_e': 0.7011216666698169, 'EX_cpd00305_e': 0.7011216666668744, 'EX_cpd00080_e': 0.7011216666698169}"
L. plantarum_gapfilled_89,,"{'EX_cpd00023_e': 0.23831589802194544, 'EX_cpd00224_e': 0.23831589802197797, 'EX_cpd00027_e': 0.23831589804147799, 'EX_cpd01171_e': 0.23831589802247624, 'EX_cpd00154_e': 0.23831589802247624, 'EX_cpd08306_e': 0.23831589802247624, 'EX_cpd00309_e': 0.23831589801773215, 'EX_cpd00108_e': 0.23831589802389708, 'EX_cpd00159_e': 0.23831589798882558, 'EX_cpd00540_e': 0.23831589802377484, 'EX_cpd11597_e': 0.23831589802377484, 'EX_cpd08305_e': 0.23831589802377484, 'EX_cpd00039_e': 0.2588190581057658, 'EX_cpd00011_e': 0.23831589802189512, 'EX_cpd00322_e': 0.2383158980218928, 'EX_cpd00111_e': 0.2383158980218928, 'EX_cpd00028_e': 0.23831589802189512, 'EX_cpd00066_e': 0.2383158980218928, 'EX_cpd01188_e': 0.23831589802189512, 'EX_cpd01080_e': 0.23831589803118347, 'EX_cpd00010_e': 0.23831589802189512, 'EX_cpd00264_e': 0.2383158980218928, 'EX_cpd11606_e': 0.2383158980218928, 'EX_cpd00069_e': 0.23831589802189512, 'EX_cpd00060_e': 0.23831589802189876, 'EX_cpd00305_e': 0.2383158980218928, 'EX_cpd00080_e': 0.23831589802247624}"
L. plantarum_gapfilled_90,,"{'EX_cpd00023_e': 0.039101932931032285, 'EX_cpd00224_e': 0.039101932931023514, 'EX_cpd00027_e': 0.03910193293102932, 'EX_cpd01171_e': 0.03910193293102932, 'EX_cpd00154_e': 0.03910193293102932, 'EX_cpd08306_e': 0.03910193293102932, 'EX_cpd00309_e': 0.03910193293218132, 'EX_cpd00108_e': 0.03910193293102932, 'EX_cpd00159_e': 0.03910193293102932, 'EX_cpd00540_e': 0.0391019329300774, 'EX_cpd11597_e': 0.03910193293102932, 'EX_cpd08305_e': 0.03910193293102932, 'EX_cpd00039_e': 0.03910193293102932, 'EX_cpd00011_e': 0.03910193293102932, 'EX_cpd00322_e': 0.03910193293102932, 'EX_cpd00111_e': 0.03910193293102932, 'EX_cpd00028_e': 0.03910193293102932, 'EX_cpd00066_e': 0.03910193293102932, 'EX_cpd01188_e': 0.03910193293102932, 'EX_cpd01080_e': 0.03910193293102932, 'EX_cpd00010_e': 0.03910193293102932, 'EX_cpd00264_e': 0.039101932934709344, 'EX_cpd11606_e': 0.03910193293102932, 'EX_cpd00069_e': 0.03910193293102932, 'EX_cpd00060_e': 0.03910193293102932, 'EX_cpd00305_e': 0.03910193293102932, 'EX_cpd00080_e': 0.03910193293102932}"
L. plantarum_gapfilled_91,,"{'EX_cpd00023_e': 0.04828580918944545, 'EX_cpd00224_e': 0.04828580931234341, 'EX_cpd00027_e': 0.04828580919011328, 'EX_cpd01171_e': 0.04828580919011328, 'EX_cpd00154_e': 0.04828580919011328, 'EX_cpd08306_e': 0.04828580919011328, 'EX_cpd00309_e': 0.04828580919011328, 'EX_cpd00108_e': 0.04828580919011328, 'EX_cpd00159_e': 0.04828580932077803, 'EX_cpd00540_e': 0.04828580919011328, 'EX_cpd11597_e': 0.04828580919011328, 'EX_cpd08305_e': 0.04828580919011328, 'EX_cpd00039_e': 0.04828580919011328, 'EX_cpd00011_e': 0.04828580919011328, 'EX_cpd00322_e': 0.04828580919011328, 'EX_cpd00111_e': 0.04828580919011328, 'EX_cpd00028_e': 0.04828580919011328, 'EX_cpd00066_e': 0.04828580919011328, 'EX_cpd01188_e': 0.04828580919011328, 'EX_cpd01080_e': 0.04828580919011328, 'EX_cpd00010_e': 0.04828580919011328, 'EX_cpd00264_e': 0.04828580919011328, 'EX_cpd11606_e': 0.04828580919011328, 'EX_cpd00069_e': 0.04828580919011328, 'EX_cpd00060_e': 0.04828580919011328, 'EX_cpd00305_e': 0.04828580919011328, 'EX_cpd00080_e': 0.04828580919011328}"
L. plantarum_gapfilled_92,,"{'EX_cpd00023_e': 0.05003312925550777, 'EX_cpd00224_e': 0.05003312926717042, 'EX_cpd00027_e': 0.05003312927336475, 'EX_cpd01171_e': 0.05003312927312068, 'EX_cpd00154_e': 0.05003312927312068, 'EX_cpd08306_e': 0.05003312927312068, 'EX_cpd00309_e': 0.05003312927312068, 'EX_cpd00108_e': 0.0500331292723172, 'EX_cpd00159_e': 0.05003312927688081, 'EX_cpd00540_e': 0.0500331292723172, 'EX_cpd11597_e': 0.0500331292723172, 'EX_cpd08305_e': 0.0500331292723172, 'EX_cpd00039_e': 0.0500331292723172, 'EX_cpd00011_e': 0.0500331292723172, 'EX_cpd00322_e': 0.05003312927568101, 'EX_cpd00111_e': 0.0500331292737039, 'EX_cpd00028_e': 0.0500331292723172, 'EX_cpd00066_e': 0.0500331292723172, 'EX_cpd01188_e': 0.0500331292723172, 'EX_cpd01080_e': 0.05003312927568101, 'EX_cpd00010_e': 0.0500331292723172, 'EX_cpd00264_e': 0.05003312927568101, 'EX_cpd11606_e': 0.05003312927568101, 'EX_cpd00069_e': 0.0500331292723172, 'EX_cpd00060_e': 0.0500331292723172, 'EX_cpd00305_e': 0.05003312927568101, 'EX_cpd00080_e': 0.050033129273007015}"
L. plantarum_gapfilled_93,,"{'EX_cpd00023_e': 0.19930447684452368, 'EX_cpd00224_e': 0.19930447684416985, 'EX_cpd00027_e': 0.19930447513435712, 'EX_cpd01171_e': 0.19930447684452132, 'EX_cpd00154_e': 0.19930447684452132, 'EX_cpd08306_e': 0.19930447684452132, 'EX_cpd00309_e': 0.19930447684452132, 'EX_cpd00108_e': 0.19930447684452132, 'EX_cpd00159_e': 0.19930447684452687, 'EX_cpd00540_e': 0.19930447684452132, 'EX_cpd11597_e': 0.19930447684452132, 'EX_cpd08305_e': 0.19930447684452132, 'EX_cpd00039_e': 0.19930447684452132, 'EX_cpd00011_e': 0.19930447684452132, 'EX_cpd00322_e': 0.19930447684452132, 'EX_cpd00111_e': 0.19930447684452132, 'EX_cpd00028_e': 0.19930447684452132, 'EX_cpd00066_e': 0.19930447684452132, 'EX_cpd01188_e': 0.19930447684452132, 'EX_cpd01080_e': 0.19930447684452132, 'EX_cpd00010_e': 0.19930447684452132, 'EX_cpd00264_e': 0.19930447684452132, 'EX_cpd11606_e': 0.19930447684452132, 'EX_cpd00069_e': 0.19930447684452132, 'EX_cpd00060_e': 0.19930447684452132, 'EX_cpd00305_e': 0.19930447684452132, 'EX_cpd00080_e': 0.19930447570203522}"
L. plantarum_gapfilled_94,,"{'EX_cpd00023_e': 0.20032940166264177, 'EX_cpd00224_e': 0.20032940163858967, 'EX_cpd00027_e': 0.20032940166638322, 'EX_cpd01171_e': 0.20032940166638322, 'EX_cpd00154_e': 0.20032940166638322, 'EX_cpd08306_e': 0.20032940166638322, 'EX_cpd00309_e': 0.2003294016665318, 'EX_cpd00108_e': 0.20032940166623817, 'EX_cpd00159_e': 0.20032940150279183, 'EX_cpd00540_e': 0.20032940166623817, 'EX_cpd11597_e': 0.20032940166623817, 'EX_cpd08305_e': 0.20032940166623817, 'EX_cpd00039_e': 0.20032940166623817, 'EX_cpd00011_e': 0.20032940166623817, 'EX_cpd00322_e': 0.7011216666666548, 'EX_cpd00111_e': 0.20032940166623817, 'EX_cpd00028_e': 0.20032940166623817, 'EX_cpd00066_e': 0.20032940166623817, 'EX_cpd01188_e': 0.20032940166623817, 'EX_cpd01080_e': 0.20032940166623817, 'EX_cpd00010_e': 0.20032940166623817, 'EX_cpd00264_e': 0.2003294016663844, 'EX_cpd11606_e': 0.2003294016663844, 'EX_cpd00069_e': 0.20032940166623817, 'EX_cpd00060_e': 0.20032940166623817, 'EX_cpd00305_e': 0.2003294016663844, 'EX_cpd00080_e': 0.2003294016702439}"
L. plantarum_gapfilled_95,,"{'EX_cpd00023_e': 0.19933797926129812, 'EX_cpd00224_e': 0.19933797926132543, 'EX_cpd00027_e': 0.19933797926130575, 'EX_cpd01171_e': 0.19933797926130575, 'EX_cpd00154_e': 0.19933797926130575, 'EX_cpd08306_e': 0.19933797926130575, 'EX_cpd00309_e': 0.19933797926130575, 'EX_cpd00108_e': 0.19933797926130575, 'EX_cpd00159_e': 0.19933797926131966, 'EX_cpd00540_e': 0.19933797926130575, 'EX_cpd11597_e': 0.19933797926130575, 'EX_cpd08305_e': 0.19933797926130575, 'EX_cpd00039_e': 0.19933797926130575, 'EX_cpd00011_e': 0.19933797926130575, 'EX_cpd00322_e': 0.19933797926130575, 'EX_cpd00111_e': 0.19933797926130575, 'EX_cpd00028_e': 0.19933797926130575, 'EX_cpd00066_e': 0.19933797926130575, 'EX_cpd01188_e': 0.19933797926130575, 'EX_cpd01080_e': 0.19933797926130575, 'EX_cpd00010_e': 0.19933797926130575, 'EX_cpd00264_e': 0.19933797926130575, 'EX_cpd11606_e': 0.19933797926130575, 'EX_cpd00069_e': 0.19933797926130575, 'EX_cpd00060_e': 0.19933797926130575, 'EX_cpd00305_e': 0.19933797926130575, 'EX_cpd00080_e': 0.19933797926130575}"
L. plantarum_gapfilled_96,,"{'EX_cpd00023_e': 0.05003312933056999, 'EX_cpd00224_e': 0.05003312938862491, 'EX_cpd00027_e': 0.0500331292770037, 'EX_cpd01171_e': 0.050033129276256166, 'EX_cpd00154_e': 0.050033129276256166, 'EX_cpd08306_e': 0.050033129276256166, 'EX_cpd00309_e': 0.05003312927935443, 'EX_cpd00108_e': 0.05003312927998525, 'EX_cpd00159_e': 0.050033129301202676, 'EX_cpd00540_e': 0.05003312927998525, 'EX_cpd11597_e': 0.05003312927998525, 'EX_cpd08305_e': 0.05003312927998525, 'EX_cpd00039_e': 0.05003312927998525, 'EX_cpd00011_e': 0.05003312927998525, 'EX_cpd00322_e': 0.050033129274938054, 'EX_cpd00111_e': 0.050033129274938054, 'EX_cpd00028_e': 0.05003312927998525, 'EX_cpd00066_e': 0.050033129274938054, 'EX_cpd01188_e': 0.05003312927998525, 'EX_cpd01080_e': 0.050033129274938054, 'EX_cpd00010_e': 0.05003312927998525, 'EX_cpd00264_e': 0.050033129274938054, 'EX_cpd11606_e': 0.050033129274938054, 'EX_cpd00069_e': 0.05003312927998525, 'EX_cpd00060_e': 0.05003312928040816, 'EX_cpd00305_e': 0.050033129274938054, 'EX_cpd00080_e': 0.05003312927642295}"
L. plantarum_gapfilled_97,,"{'EX_cpd00023_e': 0.19988709278306352, 'EX_cpd00224_e': 0.19988709278490768, 'EX_cpd00027_e': 0.19988709277999364, 'EX_cpd01171_e': 0.19988709277999367, 'EX_cpd00154_e': 0.19988709277999367, 'EX_cpd08306_e': 0.19988709277999367, 'EX_cpd00309_e': 0.19988709277999367, 'EX_cpd00108_e': 0.19988709277999367, 'EX_cpd00159_e': 0.19988709278490768, 'EX_cpd00540_e': 0.19988709277999395, 'EX_cpd11597_e': 0.19988709277999986, 'EX_cpd08305_e': 0.19988709277999986, 'EX_cpd00039_e': 0.19988709277999986, 'EX_cpd00011_e': 0.19988709277999986, 'EX_cpd00322_e': 0.19988709277999986, 'EX_cpd00111_e': 0.19988709277999986, 'EX_cpd00028_e': 0.19988709277999986, 'EX_cpd00066_e': 0.19988709277999986, 'EX_cpd01188_e': 0.19988709277999986, 'EX_cpd01080_e': 0.19988709277999986, 'EX_cpd00010_e': 0.19988709277999986, 'EX_cpd00264_e': 0.19988709277999986, 'EX_cpd11606_e': 0.19988709277999986, 'EX_cpd00069_e': 0.19988709277999986, 'EX_cpd00060_e': 0.19988709277999986, 'EX_cpd00305_e': 0.19988709277999986, 'EX_cpd00080_e': 0.19988709277991015}"
